"Date","Price","Open","High","Low","Vol.","Change %"
"12/10/2009","129.34","128.13","129.47","128.09","7.08M","0.74%"
"12/09/2009","128.39","126.70","128.39","126.11","6.07M","1.25%"
"12/08/2009","126.80","126.97","127.35","126.16","5.35M","-0.19%"
"12/07/2009","127.04","126.88","127.53","126.59","4.14M","-0.17%"
"12/04/2009","127.25","128.40","128.90","126.00","7.07M","-0.24%"
"12/03/2009","127.55","127.60","128.47","127.25","5.76M","0.27%"
"12/02/2009","127.21","127.32","128.39","127.16","4.60M","-0.57%"
"12/01/2009","127.94","127.29","128.39","126.85","6.58M","1.26%"
"11/30/2009","126.35","125.12","126.60","124.92","6.30M","0.52%"
"11/27/2009","125.70","124.59","126.62","124.26","3.32M","-1.24%"
"11/25/2009","127.28","127.88","128.22","127.08","3.97M","-0.51%"
"11/24/2009","127.93","127.90","128.32","127.14","4.82M","-0.21%"
"11/23/2009","128.20","127.70","128.94","127.65","7.00M","0.98%"
"11/20/2009","126.96","127.17","127.69","126.46","5.35M","-0.45%"
"11/19/2009","127.54","127.28","127.84","126.51","5.31M","-0.48%"
"11/18/2009","128.15","128.05","128.35","127.55","3.97M","-0.37%"
"11/17/2009","128.63","127.43","128.66","127.40","7.91M","0.33%"
"11/16/2009","128.21","127.17","128.24","127.03","7.98M","0.93%"
"11/13/2009","127.03","126.41","127.80","126.27","4.99M","0.61%"
"11/12/2009","126.26","126.61","127.65","126.11","5.35M","-0.73%"
"11/11/2009","127.19","126.55","127.30","125.94","6.53M","0.22%"
"11/10/2009","126.91","125.30","127.05","125.17","6.44M","0.72%"
"11/09/2009","126.00","123.92","126.00","123.49","7.77M","2.03%"
"11/06/2009","123.49","122.51","123.49","122.23","4.98M","0.32%"
"11/05/2009","123.10","122.12","123.50","122.00","6.70M","1.49%"
"11/04/2009","121.29","121.46","122.50","121.16","6.35M","0.11%"
"11/03/2009","121.16","119.53","121.19","119.53","5.72M","0.50%"
"11/02/2009","120.56","120.77","121.93","119.50","7.05M","-0.04%"
"10/30/2009","120.61","122.63","124.30","120.48","7.72M","-1.84%"
"10/29/2009","122.87","122.15","123.03","121.60","6.31M","1.13%"
"10/28/2009","121.50","120.47","121.68","119.87","8.78M","0.70%"
"10/27/2009","120.65","120.18","122.14","119.15","9.45M","0.45%"
"10/26/2009","120.11","120.61","122.44","119.55","6.54M","-0.21%"
"10/23/2009","120.36","122.95","123.06","120.00","6.80M","-1.90%"
"10/22/2009","122.69","120.75","123.00","120.34","6.03M","1.51%"
"10/21/2009","120.87","122.18","124.11","120.86","7.18M","-1.59%"
"10/20/2009","122.82","123.36","123.50","121.50","8.78M","-0.20%"
"10/19/2009","123.06","121.76","123.36","121.61","7.51M","1.17%"
"10/16/2009","121.64","123.15","123.70","121.25","19.22M","-4.95%"
"10/15/2009","127.98","127.56","128.00","126.32","11.95M","-0.29%"
"10/14/2009","128.35","127.71","128.61","126.60","9.56M","1.05%"
"10/13/2009","127.02","126.22","127.39","126.20","7.58M","-0.02%"
"10/12/2009","127.04","125.44","127.10","125.20","7.73M","0.88%"
"10/09/2009","125.93","122.43","126.00","122.30","13.12M","2.98%"
"10/08/2009","122.29","122.52","122.98","121.85","6.50M","-0.40%"
"10/07/2009","122.78","121.12","122.85","120.94","5.97M","1.18%"
"10/06/2009","121.35","120.39","121.59","120.22","6.66M","1.34%"
"10/05/2009","119.75","118.90","120.18","118.13","5.67M","0.61%"
"10/02/2009","119.02","117.40","119.66","117.26","7.59M","0.95%"
"10/01/2009","117.90","119.39","119.61","117.56","7.07M","-1.43%"
"09/30/2009","119.61","119.18","120.00","117.55","7.73M","0.67%"
"09/29/2009","118.81","119.36","119.94","118.60","6.75M","-0.44%"
"09/28/2009","119.33","120.52","122.00","118.94","8.25M","-1.45%"
"09/25/2009","121.08","120.27","121.65","120.10","5.19M","0.12%"
"09/24/2009","120.94","120.69","121.65","120.40","5.43M","0.10%"
"09/23/2009","120.82","121.26","122.74","120.71","5.54M","-0.65%"
"09/22/2009","121.61","122.09","122.11","120.98","5.56M","0.03%"
"09/21/2009","121.57","121.03","122.08","120.88","4.52M","-0.44%"
"09/18/2009","122.11","122.45","122.88","121.62","9.94M","0.19%"
"09/17/2009","121.88","121.14","122.78","121.05","8.39M","0.05%"
"09/16/2009","121.82","119.50","122.00","119.30","11.24M","2.07%"
"09/15/2009","119.35","118.78","119.45","118.16","6.54M","0.40%"
"09/14/2009","118.88","117.00","118.99","116.94","4.76M","0.70%"
"09/11/2009","118.05","117.80","119.25","117.47","5.89M","0.32%"
"09/10/2009","117.67","116.99","117.83","116.75","4.89M","0.78%"
"09/09/2009","116.76","117.03","117.67","116.16","5.25M","-0.34%"
"09/08/2009","117.16","117.94","118.17","116.63","5.80M","-0.26%"
"09/04/2009","117.46","116.58","117.50","116.21","3.45M","0.97%"
"09/03/2009","116.33","116.55","116.73","115.15","4.94M","0.21%"
"09/02/2009","116.09","116.34","117.24","116.00","5.18M","-0.51%"
"09/01/2009","116.69","117.67","118.93","116.50","6.31M","-1.15%"
"08/31/2009","118.05","117.10","118.06","116.92","5.44M","-0.14%"
"08/28/2009","118.22","120.10","120.23","117.77","6.24M","-1.01%"
"08/27/2009","119.43","118.73","119.59","117.85","4.36M","-0.03%"
"08/26/2009","119.47","118.64","119.85","117.51","4.52M","0.54%"
"08/25/2009","118.83","119.25","120.15","118.71","4.65M","-0.41%"
"08/24/2009","119.32","119.92","120.88","119.10","6.37M","-0.48%"
"08/21/2009","119.90","119.65","120.01","118.55","8.31M","0.80%"
"08/20/2009","118.95","118.44","119.41","118.10","4.84M","0.32%"
"08/19/2009","118.57","116.36","118.77","116.12","4.84M","0.80%"
"08/18/2009","117.63","116.81","118.00","116.73","4.29M","0.66%"
"08/17/2009","116.86","116.69","117.44","116.21","5.35M","-1.44%"
"08/14/2009","118.57","119.29","119.74","117.62","4.80M","-0.84%"
"08/13/2009","119.58","119.28","119.78","118.63","5.49M","0.24%"
"08/12/2009","119.29","117.60","119.96","117.42","6.29M","1.27%"
"08/11/2009","117.79","118.03","118.50","117.32","4.84M","-0.77%"
"08/10/2009","118.70","118.17","119.19","117.97","4.04M","-0.53%"
"08/07/2009","119.33","118.11","119.91","118.11","5.76M","1.66%"
"08/06/2009","117.38","118.31","118.40","116.70","6.00M","-0.92%"
"08/05/2009","118.47","118.52","119.00","117.86","5.03M","-0.94%"
"08/04/2009","119.60","119.17","119.80","119.02","4.99M","-0.27%"
"08/03/2009","119.92","118.88","119.96","118.69","6.11M","1.69%"
"07/31/2009","117.93","117.56","118.99","117.56","5.33M","0.06%"
"07/30/2009","117.86","118.00","119.37","117.67","6.81M","0.51%"
"07/29/2009","117.26","116.36","117.28","116.05","5.10M","-0.02%"
"07/28/2009","117.28","116.63","117.52","116.34","5.78M","-0.30%"
"07/27/2009","117.63","116.95","117.92","116.57","5.07M","-0.01%"
"07/24/2009","117.64","116.68","118.15","116.63","6.26M","0.50%"
"07/23/2009","117.06","115.06","118.00","115.06","8.46M","1.29%"
"07/22/2009","115.57","116.18","117.20","115.09","8.81M","-1.26%"
"07/21/2009","117.04","115.87","117.04","115.38","8.30M","0.52%"
"07/20/2009","116.44","114.53","116.88","114.39","10.68M","0.88%"
"07/17/2009","115.42","113.41","115.53","113.16","20.19M","4.32%"
"07/16/2009","110.64","106.84","110.97","106.79","15.05M","3.19%"
"07/15/2009","107.22","104.75","107.22","104.60","8.71M","3.85%"
"07/14/2009","103.25","103.42","103.62","102.52","5.42M","-0.36%"
"07/13/2009","103.62","101.28","103.65","100.19","9.49M","2.77%"
"07/10/2009","100.83","100.97","101.72","99.80","7.47M","-1.22%"
"07/09/2009","102.08","101.12","102.78","100.85","6.15M","1.39%"
"07/08/2009","100.68","100.29","101.17","99.50","7.38M","0.49%"
"07/07/2009","100.19","101.34","101.96","100.03","6.69M","-1.44%"
"07/06/2009","101.65","101.57","102.23","100.47","6.52M","-0.08%"
"07/02/2009","101.73","103.80","103.91","101.73","7.03M","-2.97%"
"07/01/2009","104.84","105.00","106.27","104.73","5.54M","0.40%"
"06/30/2009","104.42","105.69","106.03","103.81","7.51M","-1.33%"
"06/29/2009","105.83","105.99","106.18","105.16","4.68M","0.14%"
"06/26/2009","105.68","106.50","106.50","105.05","5.13M","-0.36%"
"06/25/2009","106.06","103.70","106.78","103.51","6.90M","1.83%"
"06/24/2009","104.15","105.39","106.48","103.72","6.40M","-0.28%"
"06/23/2009","104.44","104.75","104.87","103.79","5.15M","-0.08%"
"06/22/2009","104.52","105.18","105.88","104.23","7.30M","-1.29%"
"06/19/2009","105.89","106.31","106.65","105.50","13.56M","-0.41%"
"06/18/2009","106.33","106.93","107.53","106.12","6.21M","-0.63%"
"06/17/2009","107.00","107.46","107.88","106.88","7.37M","-0.30%"
"06/16/2009","107.32","108.47","109.14","107.27","7.23M","-0.28%"
"06/15/2009","107.62","107.63","108.83","107.24","8.57M","-0.55%"
"06/12/2009","108.21","108.40","109.28","107.75","7.25M","-1.09%"
"06/11/2009","109.40","108.75","110.64","108.56","9.14M","0.97%"
"06/10/2009","108.35","109.20","109.28","107.05","7.58M","0.19%"
"06/09/2009","108.14","108.15","109.14","107.99","8.59M","0.60%"
"06/08/2009","107.49","106.64","107.98","105.50","6.36M","0.23%"
"06/05/2009","107.24","107.33","108.40","106.75","7.67M","0.86%"
"06/04/2009","106.33","106.17","106.87","105.60","5.47M","-0.15%"
"06/03/2009","106.49","106.53","106.60","105.11","7.69M","-0.32%"
"06/02/2009","106.83","107.51","108.80","106.66","7.05M","-1.42%"
"06/01/2009","108.37","106.94","108.67","106.67","7.73M","1.97%"
"05/29/2009","106.28","104.47","106.50","103.95","6.87M","1.52%"
"05/28/2009","104.69","103.34","105.14","102.68","6.13M","1.71%"
"05/27/2009","102.93","104.34","105.17","102.91","7.12M","-1.99%"
"05/26/2009","105.02","101.32","105.63","101.02","7.21M","3.07%"
"05/22/2009","101.89","102.67","103.31","101.75","5.60M","-0.90%"
"05/21/2009","102.82","103.07","103.25","101.74","7.41M","-1.18%"
"05/20/2009","104.05","105.51","105.98","103.81","7.08M","-1.38%"
"05/19/2009","105.51","104.33","106.12","104.00","7.08M","0.89%"
"05/18/2009","104.58","102.00","104.71","101.94","7.43M","3.17%"
"05/15/2009","101.37","100.90","103.07","100.57","8.37M","0.32%"
"05/14/2009","101.05","101.72","102.71","100.77","9.45M","-1.18%"
"05/13/2009","102.26","102.88","103.10","101.35","8.20M","-1.62%"
"05/12/2009","103.94","102.98","104.38","102.37","7.96M","1.01%"
"05/11/2009","102.90","101.09","103.88","100.95","8.25M","1.39%"
"05/08/2009","101.49","103.58","103.75","99.83","11.58M","-1.07%"
"05/07/2009","102.59","104.65","104.80","101.83","8.52M","-1.94%"
"05/06/2009","104.62","105.23","105.50","103.71","7.54M","-1.16%"
"05/05/2009","105.85","106.00","106.82","105.51","6.75M","-0.32%"
"05/04/2009","106.19","105.26","106.75","104.61","8.31M","1.51%"
"05/01/2009","104.61","103.78","104.86","102.94","6.24M","1.36%"
"04/30/2009","103.21","104.55","106.05","102.85","10.66M","-0.80%"
"04/29/2009","104.04","101.98","105.00","101.67","9.79M","2.06%"
"04/28/2009","101.94","99.36","102.73","99.25","11.11M","1.99%"
"04/27/2009","99.95","99.61","101.69","99.29","8.61M","-0.13%"
"04/24/2009","100.08","101.17","101.58","99.50","10.16M","-1.32%"
"04/23/2009","101.42","102.65","102.78","99.80","9.44M","-1.10%"
"04/22/2009","102.55","101.17","103.86","101.06","12.12M","0.23%"
"04/21/2009","102.31","98.41","102.48","98.20","15.23M","1.87%"
"04/20/2009","100.43","100.29","101.19","99.21","12.59M","-0.83%"
"04/17/2009","101.27","101.18","102.04","99.69","10.22M","-0.16%"
"04/16/2009","101.43","99.74","101.92","99.18","9.26M","2.61%"
"04/15/2009","98.85","98.23","99.06","96.44","8.16M","-0.42%"
"04/14/2009","99.27","99.08","99.95","98.27","6.28M","-0.68%"
"04/13/2009","99.95","100.28","101.65","99.04","7.80M","-1.72%"
"04/09/2009","101.70","102.01","102.45","100.25","8.01M","0.50%"
"04/08/2009","101.19","99.45","101.55","99.00","7.31M","2.47%"
"04/07/2009","98.75","100.17","100.50","98.52","8.77M","-2.77%"
"04/06/2009","101.56","100.90","101.85","100.00","8.82M","-0.65%"
"04/03/2009","102.22","99.73","102.66","99.71","10.96M","1.39%"
"04/02/2009","100.82","99.15","101.99","98.38","16.23M","3.29%"
"04/01/2009","97.61","96.13","98.00","95.70","12.21M","0.74%"
"03/31/2009","96.89","94.96","98.66","94.85","14.55M","2.51%"
"03/30/2009","94.52","92.00","94.74","91.80","10.97M","0.39%"
"03/27/2009","94.15","95.99","96.00","92.75","15.75M","-4.69%"
"03/26/2009","98.78","98.47","99.20","97.75","11.44M","0.85%"
"03/25/2009","97.95","98.47","99.86","96.09","12.02M","-0.42%"
"03/24/2009","98.36","97.69","99.55","97.52","9.35M","-0.35%"
"03/23/2009","98.71","93.70","98.71","93.70","12.41M","6.70%"
"03/20/2009","92.51","93.16","95.00","92.18","12.19M","-0.16%"
"03/19/2009","92.66","92.84","93.35","91.51","9.90M","0.77%"
"03/18/2009","91.95","89.46","92.90","89.41","17.96M","-1.03%"
"03/17/2009","92.91","91.11","92.91","90.45","11.49M","1.85%"
"03/16/2009","91.22","91.65","93.00","90.54","11.80M","0.95%"
"03/13/2009","90.36","90.40","90.65","89.29","9.11M","-0.04%"
"03/12/2009","90.40","88.59","90.60","87.49","11.83M","2.01%"
"03/11/2009","88.62","87.51","89.54","86.72","11.82M","1.57%"
"03/10/2009","87.25","85.11","87.25","83.64","15.92M","4.52%"
"03/09/2009","83.48","84.70","86.80","83.02","13.15M","-2.72%"
"03/06/2009","85.81","87.47","88.25","83.81","15.19M","-1.91%"
"03/05/2009","87.48","88.13","90.16","87.02","14.93M","-2.25%"
"03/04/2009","89.49","88.97","91.24","87.60","15.39M","1.96%"
"03/03/2009","87.77","90.16","90.18","87.19","13.75M","-1.44%"
"03/02/2009","89.05","91.17","91.90","88.75","15.23M","-3.24%"
"02/27/2009","92.03","88.12","93.28","88.01","21.31M","3.44%"
"02/26/2009","88.97","86.85","90.20","86.33","17.42M","3.57%"
"02/25/2009","85.90","86.00","87.12","82.85","12.65M","-0.58%"
"02/24/2009","86.40","84.63","87.08","84.10","12.92M","2.41%"
"02/23/2009","84.37","89.30","89.33","84.19","13.51M","-4.98%"
"02/20/2009","88.79","88.05","89.90","87.34","12.40M","-0.16%"
"02/19/2009","88.93","91.06","92.16","88.45","12.62M","-2.82%"
"02/18/2009","91.51","91.17","92.25","90.44","8.49M","0.93%"
"02/17/2009","90.67","91.73","92.49","90.50","8.91M","-3.38%"
"02/13/2009","93.84","94.79","95.18","93.57","6.74M","-1.29%"
"02/12/2009","95.07","94.41","95.20","92.20","9.92M","-0.09%"
"02/11/2009","95.16","93.48","95.77","93.00","10.77M","2.03%"
"02/10/2009","93.27","95.58","96.82","92.96","13.54M","-3.67%"
"02/09/2009","96.82","95.93","96.98","94.72","8.17M","0.71%"
"02/06/2009","96.14","92.51","97.10","91.65","13.06M","4.04%"
"02/05/2009","92.41","92.13","93.20","91.22","11.62M","-0.45%"
"02/04/2009","92.83","93.74","94.91","91.82","10.19M","-0.70%"
"02/03/2009","93.48","91.07","93.73","90.16","8.87M","2.80%"
"02/02/2009","90.93","90.60","91.86","89.69","9.93M","-0.79%"
"01/30/2009","91.65","92.23","93.48","91.25","9.62M","-0.93%"
"01/29/2009","92.51","93.58","94.58","92.02","9.23M","-2.44%"
"01/28/2009","94.82","92.70","94.94","91.91","13.41M","3.45%"
"01/27/2009","91.66","91.77","91.97","90.50","8.72M","0.07%"
"01/26/2009","91.60","89.77","92.67","89.52","9.84M","2.36%"
"01/23/2009","89.49","88.40","90.70","87.81","10.26M","-0.64%"
"01/22/2009","90.07","89.83","90.74","88.11","12.35M","-1.48%"
"01/21/2009","91.42","86.29","91.60","86.00","24.91M","11.51%"
"01/20/2009","81.98","84.76","84.92","81.76","13.84M","-3.46%"
"01/16/2009","84.92","84.61","85.74","83.08","11.25M","0.95%"
"01/15/2009","84.12","83.61","84.83","82.26","11.74M","1.12%"
"01/14/2009","83.19","84.20","84.82","82.11","9.47M","-2.52%"
"01/13/2009","85.34","85.50","86.59","84.79","7.66M","-0.43%"
"01/12/2009","85.71","84.57","86.60","84.42","8.07M","1.19%"
"01/09/2009","84.70","87.05","87.50","84.25","7.44M","-2.84%"
"01/08/2009","87.18","87.81","88.14","85.98","7.23M","-0.69%"
"01/07/2009","87.79","87.83","88.80","87.12","8.46M","-1.61%"
"01/06/2009","89.23","87.11","90.41","86.37","9.65M","2.78%"
"01/05/2009","86.82","86.42","87.67","86.18","8.32M","-0.63%"
"01/02/2009","87.37","83.89","87.59","83.89","7.56M","3.81%"
"12/31/2008","84.16","83.50","85.00","83.50","6.67M","0.73%"
"12/30/2008","83.55","81.83","83.64","81.52","5.77M","2.83%"
"12/29/2008","81.25","81.72","81.72","79.68","6.06M","-0.10%"
"12/26/2008","81.33","80.93","81.80","80.55","3.10M","1.01%"
"12/24/2008","80.52","80.55","81.22","79.92","2.42M","-0.10%"
"12/23/2008","80.60","82.35","82.81","80.13","6.39M","-1.70%"
"12/22/2008","81.99","83.27","83.45","80.32","7.08M","-1.83%"
"12/19/2008","83.52","85.22","85.22","82.97","13.10M","-0.57%"
"12/18/2008","84.00","85.77","86.64","82.96","8.03M","-2.14%"
"12/17/2008","85.84","85.44","87.27","84.66","8.78M","-0.65%"
"12/16/2008","86.40","83.11","86.84","82.87","11.57M","4.39%"
"12/15/2008","82.77","82.51","83.54","80.00","8.85M","0.69%"
"12/12/2008","82.20","78.68","82.94","78.06","10.38M","2.01%"
"12/11/2008","80.58","81.50","82.86","79.77","10.69M","-2.75%"
"12/10/2008","82.86","83.95","84.99","81.83","8.19M","0.21%"
"12/09/2008","82.69","83.82","85.43","82.20","9.36M","-2.56%"
"12/08/2008","84.86","82.57","85.88","81.73","11.18M","5.30%"
"12/05/2008","80.59","76.78","81.50","75.31","11.21M","4.07%"
"12/04/2008","77.44","80.03","80.83","76.18","10.91M","-4.00%"
"12/03/2008","80.67","78.62","81.00","76.99","9.76M","1.04%"
"12/02/2008","79.84","77.80","80.00","76.14","9.31M","3.82%"
"12/01/2008","76.90","80.95","81.36","76.79","10.26M","-5.76%"
"11/28/2008","81.60","81.00","81.90","80.10","3.91M","-0.09%"
"11/26/2008","81.67","79.52","81.79","78.61","8.24M","1.26%"
"11/25/2008","80.65","81.37","82.40","78.22","12.52M","0.95%"
"11/24/2008","79.89","75.74","82.09","75.00","15.02M","6.69%"
"11/21/2008","74.88","72.74","76.98","69.50","19.80M","4.38%"
"11/20/2008","71.74","75.00","78.39","70.51","17.63M","-5.57%"
"11/19/2008","75.97","79.93","81.00","75.73","12.61M","-5.13%"
"11/18/2008","80.08","79.13","80.93","77.00","13.05M","3.36%"
"11/17/2008","77.48","79.40","79.74","77.16","10.32M","-3.55%"
"11/14/2008","80.33","82.63","85.40","79.50","12.03M","-4.61%"
"11/13/2008","84.21","79.62","84.39","75.40","15.11M","5.61%"
"11/12/2008","79.74","80.73","82.40","79.57","11.37M","-3.63%"
"11/11/2008","82.74","83.25","84.29","80.25","10.02M","-1.35%"
"11/10/2008","83.87","87.99","88.10","82.74","9.85M","-2.78%"
"11/07/2008","86.27","85.78","86.71","84.25","7.93M","1.32%"
"11/06/2008","85.15","87.68","88.83","84.28","12.53M","-5.33%"
"11/05/2008","89.94","92.93","93.40","89.70","8.71M","-3.70%"
"11/04/2008","93.40","94.76","94.76","92.07","10.17M","0.78%"
"11/03/2008","92.68","92.64","94.67","92.17","7.69M","-0.31%"
"10/31/2008","92.97","90.90","94.19","89.03","10.51M","2.51%"
"10/30/2008","90.69","91.01","92.40","88.90","12.03M","2.82%"
"10/29/2008","88.20","87.74","91.00","86.25","12.69M","1.05%"
"10/28/2008","87.28","81.40","87.61","79.52","14.20M","9.57%"
"10/27/2008","79.66","80.27","84.50","79.01","11.11M","-2.94%"
"10/24/2008","82.07","79.27","84.31","78.82","12.29M","-2.70%"
"10/23/2008","84.35","84.09","85.89","81.00","12.36M","0.90%"
"10/22/2008","83.60","87.00","87.59","80.80","14.20M","-5.92%"
"10/21/2008","88.86","92.22","92.46","88.57","9.72M","-3.95%"
"10/20/2008","92.51","92.21","93.31","89.33","9.75M","1.91%"
"10/17/2008","90.78","91.75","95.91","87.71","15.23M","-0.81%"
"10/16/2008","91.52","89.38","92.00","84.35","16.27M","3.66%"
"10/15/2008","88.29","92.77","95.29","87.71","11.34M","-5.67%"
"10/14/2008","93.60","96.42","99.00","92.00","15.12M","1.51%"
"10/13/2008","92.21","90.44","93.61","86.95","17.11M","5.08%"
"10/10/2008","87.75","87.41","91.66","83.51","24.64M","-1.40%"
"10/09/2008","89.00","95.29","95.31","88.23","21.29M","-1.71%"
"10/08/2008","90.55","91.51","97.48","89.98","18.04M","-5.33%"
"10/07/2008","95.65","101.50","102.62","94.24","11.42M","-4.94%"
"10/06/2008","100.62","101.21","103.00","96.60","11.52M","-2.73%"
"10/03/2008","103.44","105.16","110.95","103.03","9.64M","-1.24%"
