"Date","Price","Open","High","Low","Vol.","Change %"
"12/31/2002","77.50","77.10","78.46","77.10","7.87M","1.64%"
"12/30/2002","76.25","77.00","77.43","75.60","8.07M","-1.43%"
"12/27/2002","77.36","78.50","79.18","76.61","6.33M","-1.45%"
"12/26/2002","78.50","79.81","80.70","78.26","5.78M","-1.58%"
"12/24/2002","79.76","80.20","81.00","79.76","2.42M","-0.62%"
"12/23/2002","80.26","79.75","81.51","79.44","5.92M","0.59%"
"12/20/2002","79.79","79.40","80.00","78.88","8.06M","1.44%"
"12/19/2002","78.66","78.60","80.34","78.35","7.32M","-0.59%"
"12/18/2002","79.13","79.25","79.69","78.24","6.52M","-1.47%"
"12/17/2002","80.31","80.60","81.77","80.03","6.17M","-1.61%"
"12/16/2002","81.62","79.60","81.79","79.05","8.48M","2.03%"
"12/13/2002","80.00","79.25","80.00","78.27","7.77M","-0.21%"
"12/12/2002","80.17","81.25","81.69","79.70","7.21M","-1.56%"
"12/11/2002","81.44","80.80","82.48","80.00","6.66M","0.79%"
"12/10/2002","80.80","78.60","81.00","78.60","6.87M","1.52%"
"12/09/2002","79.59","81.00","81.33","79.50","8.84M","-3.32%"
"12/06/2002","82.32","81.50","82.76","81.07","7.59M","-0.89%"
"12/05/2002","83.06","84.90","84.99","82.60","6.96M","-0.75%"
"12/04/2002","83.69","83.41","84.87","82.82","10.06M","-1.78%"
"12/03/2002","85.21","86.72","87.03","85.15","7.03M","-2.39%"
"12/02/2002","87.30","88.60","89.46","86.30","9.69M","0.44%"
"11/29/2002","86.92","87.71","88.05","86.76","2.98M","-0.89%"
"11/27/2002","87.70","85.90","88.12","85.85","8.21M","3.10%"
"11/26/2002","85.06","86.15","86.15","84.39","8.56M","-1.32%"
"11/25/2002","86.20","84.63","86.25","83.52","8.65M","2.10%"
"11/22/2002","84.43","83.95","85.17","83.80","9.05M","-0.55%"
"11/21/2002","84.90","82.05","84.92","82.05","12.74M","4.03%"
"11/20/2002","81.61","77.95","81.71","77.90","9.07M","4.13%"
"11/19/2002","78.37","78.24","79.45","77.84","6.92M","-1.02%"
"11/18/2002","79.18","80.80","80.99","79.08","7.32M","-1.04%"
"11/15/2002","80.01","80.38","80.40","79.01","11.37M","-0.88%"
"11/14/2002","80.72","80.38","80.99","79.40","9.67M","1.73%"
"11/13/2002","79.35","79.50","80.33","77.98","11.98M","0.25%"
"11/12/2002","79.15","77.50","79.90","77.30","9.03M","2.41%"
"11/11/2002","77.29","77.59","78.36","76.70","7.39M","-0.39%"
"11/08/2002","77.59","78.50","79.30","77.20","8.12M","-1.72%"
"11/07/2002","78.95","80.00","80.00","78.32","11.04M","-3.18%"
"11/06/2002","81.54","80.80","81.88","80.05","10.48M","-0.17%"
"11/05/2002","81.68","81.75","82.01","80.47","10.47M","-0.99%"
"11/04/2002","82.50","82.00","83.81","81.70","12.01M","2.61%"
"11/01/2002","80.40","78.90","80.50","78.32","9.40M","1.85%"
"10/31/2002","78.94","78.67","79.79","78.50","9.84M","0.34%"
"10/30/2002","78.67","77.00","79.40","76.02","12.87M","2.51%"
"10/29/2002","76.74","76.56","77.05","74.20","11.65M","0.24%"
"10/28/2002","76.56","75.15","77.50","74.56","12.54M","2.68%"
"10/25/2002","74.56","72.50","74.62","72.16","7.55M","3.41%"
"10/24/2002","72.10","75.50","75.55","71.75","10.62M","-3.35%"
"10/23/2002","74.60","74.40","74.97","72.46","12.47M","0.15%"
"10/22/2002","74.49","74.50","75.68","73.62","10.41M","-1.40%"
"10/21/2002","75.55","73.65","75.90","72.94","10.92M","1.75%"
"10/18/2002","74.25","71.73","74.25","70.26","12.53M","2.84%"
"10/17/2002","72.20","72.80","73.00","71.23","21.35M","11.25%"
"10/16/2002","64.90","66.60","67.00","64.24","15.93M","-5.23%"
"10/15/2002","68.48","67.75","68.48","66.58","14.60M","7.98%"
"10/14/2002","63.42","61.54","63.80","61.54","7.93M","-0.78%"
"10/11/2002","63.92","62.00","63.92","61.50","17.85M","11.01%"
"10/10/2002","57.58","54.65","58.48","54.01","12.67M","4.56%"
"10/09/2002","55.07","56.05","56.70","54.81","12.16M","-3.47%"
"10/08/2002","57.05","57.78","58.09","54.80","14.74M","0.33%"
"10/07/2002","56.86","56.60","58.50","56.60","9.64M","0.46%"
"10/04/2002","56.60","59.50","59.51","55.77","14.55M","-5.67%"
"10/03/2002","60.00","60.30","61.16","58.95","11.00M","0.62%"
"10/02/2002","59.63","61.18","62.00","58.35","10.65M","-2.52%"
"10/01/2002","61.17","59.20","61.98","59.00","11.64M","4.90%"
"09/30/2002","58.31","59.55","59.89","57.99","13.02M","-3.40%"
"09/27/2002","60.36","61.43","63.49","60.31","8.79M","-2.68%"
"09/26/2002","62.02","64.20","64.88","61.33","12.37M","-1.57%"
"09/25/2002","63.01","61.20","63.77","60.99","13.12M","5.46%"
"09/24/2002","59.75","61.08","63.30","59.55","16.71M","-5.71%"
"09/23/2002","63.37","63.75","63.75","62.37","8.38M","-0.86%"
"09/20/2002","63.92","65.40","65.40","63.90","14.20M","-1.36%"
"09/19/2002","64.80","64.80","66.48","64.65","22.03M","-6.83%"
"09/18/2002","69.55","70.65","70.90","68.86","12.73M","-3.07%"
"09/17/2002","71.75","73.00","73.45","71.35","6.20M","-0.79%"
"09/16/2002","72.32","72.00","72.72","71.23","4.60M","-0.25%"
"09/13/2002","72.50","71.50","72.88","71.31","5.95M","0.88%"
"09/12/2002","71.87","74.05","74.05","71.64","6.71M","-3.14%"
"09/11/2002","74.20","76.40","77.50","74.06","5.39M","-1.85%"
"09/10/2002","75.60","74.60","75.60","73.85","5.54M","1.48%"
"09/09/2002","74.50","72.45","74.98","71.85","5.79M","1.78%"
"09/06/2002","73.20","73.75","73.99","73.07","4.59M","1.41%"
"09/05/2002","72.18","72.74","72.85","71.50","6.47M","-2.10%"
"09/04/2002","73.73","72.35","73.99","71.60","6.26M","1.91%"
"09/03/2002","72.35","74.20","75.00","72.30","6.85M","-4.02%"
"08/30/2002","75.38","75.55","76.35","75.10","5.09M","-1.62%"
"08/29/2002","76.62","75.60","77.35","75.15","5.86M","0.74%"
"08/28/2002","76.06","76.00","77.01","75.67","6.59M","-2.44%"
"08/27/2002","77.96","80.40","80.44","77.30","7.09M","-1.84%"
"08/26/2002","79.42","80.40","80.89","77.80","7.00M","-1.22%"
"08/23/2002","80.40","81.20","81.48","79.35","5.91M","-1.94%"
"08/22/2002","81.99","80.95","82.45","80.20","5.45M","1.22%"
"08/21/2002","81.00","81.90","82.33","79.55","7.77M","-0.33%"
"08/20/2002","81.27","81.56","82.00","80.18","7.67M","-1.48%"
"08/19/2002","82.49","79.35","82.85","79.01","10.81M","3.96%"
"08/16/2002","79.35","76.50","79.98","75.98","11.65M","3.73%"
"08/15/2002","76.50","75.40","76.71","74.60","9.27M","2.11%"
"08/14/2002","74.92","71.95","75.02","71.35","8.35M","4.20%"
"08/13/2002","71.90","71.55","73.80","71.19","7.79M","0.18%"
"08/12/2002","71.77","71.05","72.64","70.61","5.26M","-0.08%"
"08/09/2002","71.83","70.61","74.30","70.40","6.94M","0.31%"
"08/08/2002","71.61","69.20","72.05","68.35","8.43M","3.53%"
"08/07/2002","69.17","69.00","69.90","66.80","8.04M","1.87%"
"08/06/2002","67.90","67.00","69.42","66.61","8.37M","2.89%"
"08/05/2002","65.99","67.94","68.35","65.85","7.13M","-2.78%"
"08/02/2002","67.88","68.21","68.23","67.12","6.92M","-0.54%"
"08/01/2002","68.25","70.40","70.70","67.22","8.83M","-3.05%"
"07/31/2002","70.40","70.75","71.60","69.11","12.72M","-1.94%"
"07/30/2002","71.79","70.50","72.70","70.02","10.14M","0.86%"
"07/29/2002","71.18","70.37","71.40","68.00","11.92M","7.20%"
"07/26/2002","66.40","68.75","69.47","65.76","11.58M","-4.25%"
"07/25/2002","69.35","68.90","70.00","67.30","10.99M","-0.27%"
"07/24/2002","69.54","66.00","70.00","65.70","13.81M","3.71%"
"07/23/2002","67.05","68.25","70.00","66.66","12.77M","-2.12%"
"07/22/2002","68.50","71.25","72.19","68.31","14.88M","-4.86%"
"07/19/2002","72.00","70.96","72.70","70.00","11.61M","-0.07%"
"07/18/2002","72.05","70.50","74.20","70.00","15.31M","1.92%"
"07/17/2002","70.69","71.00","71.60","69.62","11.55M","2.43%"
"07/16/2002","69.01","69.51","71.39","68.48","10.49M","-2.80%"
"07/15/2002","71.00","68.40","71.00","66.60","10.42M","2.59%"
"07/12/2002","69.21","70.00","71.75","68.80","8.58M","-0.29%"
"07/11/2002","69.41","68.00","69.75","67.55","11.04M","0.95%"
"07/10/2002","68.76","70.60","71.25","68.53","10.07M","-1.31%"
"07/09/2002","69.67","71.40","72.25","69.45","11.17M","-2.29%"
"07/08/2002","71.30","73.00","73.48","71.03","9.49M","-2.99%"
"07/05/2002","73.50","72.45","73.90","72.00","5.24M","4.24%"
"07/03/2002","70.51","67.95","70.71","67.87","8.47M","2.81%"
"07/02/2002","68.58","67.85","69.40","67.70","12.01M","1.45%"
"07/01/2002","67.60","72.01","72.41","67.16","12.06M","-6.11%"
"06/28/2002","72.00","71.35","73.62","71.25","12.45M","0.14%"
"06/27/2002","71.90","71.20","72.15","69.10","10.61M","2.64%"
"06/26/2002","70.05","66.10","70.59","66.10","11.54M","2.11%"
"06/25/2002","68.60","70.30","71.45","68.41","8.56M","-1.58%"
"06/24/2002","69.70","67.25","71.49","67.25","14.69M","1.38%"
"06/21/2002","68.75","70.00","70.99","68.19","15.54M","-3.95%"
"06/20/2002","71.58","74.00","74.09","71.43","11.12M","-2.41%"
"06/19/2002","73.35","74.20","75.20","73.25","9.46M","-3.41%"
"06/18/2002","75.94","75.60","76.90","75.47","7.24M","-1.56%"
"06/17/2002","77.14","76.18","77.75","75.16","7.78M","1.27%"
"06/14/2002","76.17","74.20","76.77","73.25","8.59M","0.75%"
"06/13/2002","75.60","75.45","77.40","75.30","8.91M","1.27%"
"06/12/2002","74.65","75.40","75.95","73.25","13.30M","-1.11%"
"06/11/2002","75.49","77.85","78.25","75.20","7.95M","-1.71%"
"06/10/2002","76.80","77.75","78.80","76.60","7.08M","-1.92%"
"06/07/2002","78.30","78.48","78.85","77.00","9.31M","-1.71%"
"06/06/2002","79.66","80.55","80.95","78.89","5.54M","-1.10%"
"06/05/2002","80.55","79.65","80.71","79.11","7.17M","1.56%"
"06/04/2002","79.31","78.11","79.65","77.60","7.27M","1.54%"
"06/03/2002","78.11","80.75","80.91","78.00","8.38M","-2.91%"
"05/31/2002","80.45","82.05","82.05","80.40","5.13M","-2.19%"
"05/30/2002","82.25","80.60","82.25","80.22","7.37M","0.80%"
"05/29/2002","81.60","81.50","82.00","81.00","4.52M","-0.58%"
"05/28/2002","82.08","82.80","83.11","81.69","4.55M","-1.23%"
"05/24/2002","83.10","83.65","83.75","82.62","4.12M","-1.48%"
"05/23/2002","84.35","84.25","85.05","82.52","6.87M","0.42%"
"05/22/2002","84.00","83.76","84.39","82.74","5.04M","0.66%"
"05/21/2002","83.45","84.41","85.00","83.30","4.45M","-1.18%"
"05/20/2002","84.45","85.45","85.46","83.93","4.53M","-1.45%"
"05/17/2002","85.69","86.25","86.40","85.00","5.87M","0.28%"
"05/16/2002","85.45","84.20","86.00","83.40","6.77M","1.12%"
"05/15/2002","84.50","84.60","86.49","84.05","8.55M","-1.15%"
"05/14/2002","85.48","84.50","85.48","82.19","9.62M","4.00%"
"05/13/2002","82.19","80.25","82.29","79.50","6.53M","3.15%"
"05/10/2002","79.68","79.95","80.50","79.25","7.39M","-0.31%"
"05/09/2002","79.93","81.90","83.00","79.00","10.13M","-3.06%"
"05/08/2002","82.45","78.20","82.80","78.20","12.78M","7.78%"
"05/07/2002","76.50","76.89","77.50","75.92","17.42M","0.66%"
"05/06/2002","76.00","81.70","81.87","76.00","13.65M","-7.07%"
"05/03/2002","81.78","83.10","83.50","81.11","8.66M","-2.48%"
"05/02/2002","83.86","83.75","84.80","83.13","6.58M","-0.52%"
"05/01/2002","84.30","83.85","84.65","81.67","12.20M","0.64%"
"04/30/2002","83.76","83.91","85.23","83.53","8.88M","-0.15%"
"04/29/2002","83.89","84.71","85.10","83.55","6.54M","-0.97%"
"04/26/2002","84.71","86.70","86.96","84.70","6.68M","-2.31%"
"04/25/2002","86.71","86.05","86.92","85.77","6.87M","0.24%"
"04/24/2002","86.50","88.20","88.25","86.27","6.52M","-0.95%"
"04/23/2002","87.33","88.35","89.08","87.24","5.14M","-0.68%"
"04/22/2002","87.93","88.95","88.95","87.36","6.76M","-1.20%"
"04/19/2002","89.00","89.90","90.03","87.60","9.29M","0.06%"
"04/18/2002","88.95","86.97","89.10","86.90","14.77M","4.88%"
"04/17/2002","84.81","87.05","87.20","84.00","11.02M","-1.61%"
"04/16/2002","86.20","86.35","86.85","85.58","7.93M","1.00%"
"04/15/2002","85.35","86.50","86.60","84.70","8.87M","-0.29%"
"04/12/2002","85.60","87.56","87.96","84.40","15.82M","1.67%"
"04/11/2002","84.19","88.05","88.51","83.34","23.36M","-5.42%"
"04/10/2002","89.01","88.45","89.95","88.20","13.14M","1.45%"
"04/09/2002","87.74","88.50","88.52","87.10","17.38M","0.38%"
"04/08/2002","87.41","87.50","88.59","85.35","41.21M","-10.12%"
"04/05/2002","97.25","100.84","101.25","97.25","9.80M","-3.56%"
"04/04/2002","100.84","99.96","101.14","99.50","5.93M","0.88%"
"04/03/2002","99.96","101.40","101.50","98.90","7.65M","-0.98%"
"04/02/2002","100.95","102.00","102.01","100.51","7.38M","-1.86%"
"04/01/2002","102.86","104.00","104.00","102.40","5.59M","-1.10%"
"03/28/2002","104.00","103.55","105.14","103.39","5.35M","0.59%"
"03/27/2002","103.39","103.75","103.79","102.50","5.60M","0.48%"
"03/26/2002","102.90","103.57","105.70","102.30","8.14M","-0.64%"
"03/25/2002","103.56","105.80","106.66","103.50","6.28M","-1.93%"
"03/22/2002","105.60","106.50","106.70","105.07","5.51M","-1.11%"
"03/21/2002","106.78","105.70","106.78","104.70","5.70M","1.21%"
"03/20/2002","105.50","106.90","106.90","105.49","4.84M","-1.85%"
"03/19/2002","107.49","106.85","108.05","106.49","4.61M","1.07%"
"03/18/2002","106.35","107.10","108.64","106.23","5.30M","-0.41%"
"03/15/2002","106.79","106.55","107.45","105.59","10.86M","0.18%"
"03/14/2002","106.60","107.02","107.95","106.59","5.34M","-0.54%"
"03/13/2002","107.18","108.30","108.65","106.70","6.41M","-1.22%"
"03/12/2002","108.50","105.52","108.85","105.51","11.06M","3.10%"
"03/11/2002","105.24","104.35","105.97","103.60","8.64M","0.14%"
"03/08/2002","105.09","104.82","107.34","104.82","10.73M","1.33%"
"03/07/2002","103.71","107.30","107.50","103.24","10.97M","-2.44%"
"03/06/2002","106.30","105.15","107.09","104.75","7.69M","0.60%"
"03/05/2002","105.67","104.25","106.50","104.16","7.56M","-0.22%"
"03/04/2002","105.90","103.35","106.54","103.13","10.77M","2.80%"
"03/01/2002","103.02","98.60","103.10","98.50","10.49M","4.99%"
"02/28/2002","98.12","98.49","99.60","97.82","7.94M","0.30%"
"02/27/2002","97.83","98.10","100.31","96.70","11.98M","0.70%"
"02/26/2002","97.15","99.00","99.19","95.99","11.63M","-1.17%"
"02/25/2002","98.30","98.45","99.25","97.12","9.90M","-0.15%"
"02/22/2002","98.45","96.38","99.20","95.76","10.47M","2.15%"
"02/21/2002","96.38","98.75","99.70","96.01","10.13M","-2.95%"
"02/20/2002","99.31","99.54","100.00","97.00","14.53M","-0.23%"
"02/19/2002","99.54","101.50","101.80","98.86","13.40M","-3.26%"
"02/15/2002","102.89","104.80","104.80","101.70","18.26M","-4.63%"
"02/14/2002","107.89","109.00","109.15","107.20","5.82M","-0.17%"
"02/13/2002","108.07","106.70","108.48","106.12","5.09M","1.41%"
"02/12/2002","106.57","106.75","107.89","106.06","4.56M","-0.75%"
"02/11/2002","107.38","105.00","107.69","104.51","6.27M","2.28%"
"02/08/2002","104.99","103.00","105.72","102.61","8.34M","1.04%"
"02/07/2002","103.91","106.64","107.00","103.86","7.25M","-2.55%"
"02/06/2002","106.63","106.70","107.82","105.33","6.68M","0.31%"
"02/05/2002","106.30","106.25","108.50","106.00","6.74M","-0.47%"
"02/04/2002","106.80","108.00","108.00","105.99","6.60M","-1.11%"
"02/01/2002","108.00","107.64","109.30","106.64","6.80M","0.10%"
"01/31/2002","107.89","106.40","107.98","104.46","9.88M","2.22%"
"01/30/2002","105.55","104.25","105.75","101.00","17.71M","2.48%"
"01/29/2002","103.00","108.15","108.56","102.41","14.51M","-4.76%"
"01/28/2002","108.15","109.50","110.21","107.06","7.09M","-1.03%"
"01/25/2002","109.28","108.50","110.69","108.10","6.76M","0.52%"
"01/24/2002","108.72","108.80","109.73","107.07","8.58M","0.76%"
"01/23/2002","107.90","110.80","111.25","107.00","12.56M","-2.35%"
"01/22/2002","110.50","114.25","114.26","110.33","10.13M","-3.28%"
"01/18/2002","114.25","114.25","114.90","112.81","18.44M","-4.71%"
"01/17/2002","119.90","119.85","120.55","117.26","11.18M","2.13%"
"01/16/2002","117.40","118.00","118.75","117.25","5.37M","-1.22%"
"01/15/2002","118.85","118.05","119.70","117.72","5.65M","0.68%"
"01/14/2002","118.05","120.00","120.09","117.10","10.03M","-1.88%"
"01/11/2002","120.31","121.50","122.18","120.28","4.80M","-1.50%"
"01/10/2002","122.14","123.75","124.00","121.42","8.93M","-1.89%"
"01/09/2002","124.49","124.70","126.39","124.15","6.84M","-0.17%"
"01/08/2002","124.70","124.25","125.20","123.73","5.31M","0.52%"
"01/07/2002","124.05","125.00","126.19","123.70","5.94M","-1.23%"
"01/04/2002","125.60","124.05","125.60","123.98","8.41M","1.57%"
"01/03/2002","123.66","121.50","124.22","120.25","8.62M","1.78%"
"01/02/2002","121.50","120.60","121.50","119.80","6.86M","0.45%"
"12/31/2001","120.96","122.75","123.24","120.95","3.52M","-1.58%"
"12/28/2001","122.90","123.50","123.88","122.35","4.21M","-0.49%"
"12/27/2001","123.50","122.75","123.93","122.64","3.83M","0.90%"
"12/26/2001","122.40","122.00","123.70","121.81","3.86M","0.78%"
"12/24/2001","121.45","122.05","122.48","121.10","1.65M","-0.45%"
"12/21/2001","122.00","122.70","123.50","121.71","8.66M","-0.57%"
"12/20/2001","122.70","123.89","124.00","122.15","6.34M","-0.96%"
"12/19/2001","123.89","121.90","124.70","121.01","8.05M","1.38%"
"12/18/2001","122.20","121.51","122.97","121.35","5.60M","0.71%"
"12/17/2001","121.34","120.15","122.14","120.15","6.23M","0.20%"
"12/14/2001","121.10","120.80","121.48","119.41","7.04M","0.71%"
"12/13/2001","120.25","121.55","122.30","120.12","8.06M","-2.39%"
"12/12/2001","123.20","121.12","123.21","120.06","7.98M","1.40%"
"12/11/2001","121.50","120.40","122.74","119.80","7.79M","1.54%"
"12/10/2001","119.66","120.00","121.00","119.41","5.57M","-0.61%"
"12/07/2001","120.40","119.50","121.00","118.75","6.89M","0.22%"
"12/06/2001","120.14","120.50","121.70","119.80","11.23M","-1.04%"
"12/05/2001","121.40","116.85","121.98","116.65","14.65M","4.08%"
"12/04/2001","116.64","114.30","116.72","113.38","6.59M","2.20%"
"12/03/2001","114.13","114.80","114.85","113.21","5.79M","-1.26%"
"11/30/2001","115.59","114.43","115.94","113.80","1.34M","1.01%"
"11/29/2001","114.43","112.90","114.55","111.81","6.13M","2.03%"
"11/28/2001","112.15","114.10","114.38","112.10","6.16M","-1.80%"
"11/27/2001","114.20","116.25","116.30","114.07","6.89M","-1.83%"
"11/26/2001","116.33","115.90","116.40","115.20","4.85M","0.85%"
"11/23/2001","115.35","114.29","115.37","113.72","1.71M","0.88%"
"11/21/2001","114.34","114.95","115.25","113.05","4.18M","-0.95%"
"11/20/2001","115.44","114.35","116.80","114.25","6.45M","0.38%"
"11/19/2001","115.00","114.70","115.80","113.77","4.93M","0.44%"
"11/16/2001","114.50","115.00","115.00","112.55","6.66M","-0.22%"
"11/15/2001","114.75","114.10","116.33","113.84","7.01M","0.35%"
"11/14/2001","114.35","116.70","116.85","113.33","8.09M","-2.01%"
"11/13/2001","116.70","115.70","117.00","115.70","9.22M","1.60%"
"11/12/2001","114.86","113.00","114.90","112.05","5.61M","0.68%"
"11/09/2001","114.08","113.10","114.90","113.10","5.05M","0.24%"
"11/08/2001","113.81","113.96","115.56","113.61","7.99M","-0.04%"
"11/07/2001","113.85","113.05","115.20","113.03","10.13M","-0.30%"
"11/06/2001","114.19","109.60","114.80","109.00","8.51M","3.84%"
"11/05/2001","109.97","109.95","110.59","109.08","5.71M","0.43%"
"11/02/2001","109.50","109.15","110.30","108.77","6.22M","-0.35%"
"11/01/2001","109.89","107.25","110.17","106.90","8.02M","1.68%"
"10/31/2001","108.07","109.60","111.12","108.07","7.18M","-0.53%"
"10/30/2001","108.65","107.80","109.75","107.76","8.63M","0.03%"
"10/29/2001","108.62","110.50","110.70","108.62","7.07M","-2.28%"
"10/26/2001","111.16","110.00","112.10","109.62","10.15M","0.45%"
"10/25/2001","110.66","108.05","110.85","106.75","9.68M","1.93%"
"10/24/2001","108.57","106.50","108.75","106.09","8.30M","2.61%"
"10/23/2001","105.81","105.75","106.69","104.55","7.43M","0.53%"
"10/22/2001","105.25","102.65","105.78","101.90","7.62M","2.53%"
"10/19/2001","102.65","101.65","102.74","100.07","11.77M","1.37%"
"10/18/2001","101.26","103.05","103.75","100.78","10.70M","-1.59%"
"10/17/2001","102.90","106.30","106.70","102.90","18.92M","1.03%"
"10/16/2001","101.85","101.87","103.00","99.66","12.05M","-0.15%"
"10/15/2001","102.00","99.85","102.76","99.85","10.21M","1.15%"
"10/12/2001","100.84","98.70","101.00","98.00","11.50M","1.45%"
"10/11/2001","99.40","97.70","99.40","96.65","11.54M","2.21%"
"10/10/2001","97.25","95.00","97.30","94.90","10.64M","0.11%"
"10/09/2001","97.14","98.50","98.50","96.76","7.53M","-1.38%"
"10/08/2001","98.50","98.03","99.00","96.75","7.09M","0.49%"
"10/05/2001","98.02","96.65","98.45","95.37","9.73M","0.73%"
"10/04/2001","97.31","97.15","98.88","96.80","9.79M","0.37%"
"10/03/2001","96.95","92.90","97.62","92.40","11.12M","3.39%"
"10/02/2001","93.77","92.30","93.90","92.10","7.22M","1.14%"
"10/01/2001","92.71","91.72","93.48","91.34","8.68M","1.08%"
"09/28/2001","91.72","90.20","92.71","89.90","11.08M","1.91%"
"09/27/2001","90.00","91.30","91.50","87.49","13.17M","-1.42%"
"09/26/2001","91.30","94.45","94.45","90.30","13.78M","-3.34%"
"09/25/2001","94.45","94.10","96.00","93.41","12.58M","-0.37%"
"09/24/2001","94.80","91.80","95.54","91.80","11.20M","4.75%"
"09/21/2001","90.50","90.60","93.50","89.50","18.36M","-3.10%"
"09/20/2001","93.40","94.10","95.75","92.85","15.18M","-2.71%"
"09/19/2001","96.00","96.40","96.85","92.45","14.88M","-0.41%"
"09/18/2001","96.40","94.00","96.75","93.68","12.31M","3.28%"
"09/17/2001","93.34","93.90","95.86","92.55","15.14M","-3.24%"
"09/10/2001","96.47","96.00","97.40","95.59","10.31M","-0.12%"
"09/07/2001","96.59","97.90","98.15","96.00","10.51M","-1.44%"
"09/06/2001","98.00","100.68","100.68","97.65","9.03M","-2.34%"
"09/05/2001","100.35","101.50","102.83","99.61","11.88M","-1.12%"
"09/04/2001","101.49","100.15","103.13","99.29","9.89M","1.54%"
"08/31/2001","99.95","101.00","101.36","99.24","8.13M","-0.41%"
"08/30/2001","100.36","102.75","103.40","98.86","15.02M","-3.62%"
"08/29/2001","104.13","105.75","105.90","103.82","4.84M","-0.78%"
"08/28/2001","104.95","106.90","107.17","104.87","5.91M","-1.79%"
"08/27/2001","106.86","106.99","108.20","106.64","4.54M","-0.12%"
"08/24/2001","106.99","103.95","107.80","103.41","7.71M","3.87%"
"08/23/2001","103.00","104.00","104.70","103.00","5.48M","-0.92%"
"08/22/2001","103.96","102.50","104.04","101.76","8.04M","2.03%"
"08/21/2001","101.89","103.85","104.97","101.40","6.52M","-2.12%"
"08/20/2001","104.10","104.68","105.00","102.80","5.61M","-0.47%"
"08/17/2001","104.59","105.49","105.49","103.90","7.01M","-1.10%"
"08/16/2001","105.75","104.20","106.02","103.66","6.22M","0.70%"
"08/15/2001","105.01","106.35","106.59","105.01","4.71M","-1.12%"
"08/14/2001","106.20","106.50","106.85","105.40","5.73M","0.32%"
"08/13/2001","105.86","105.00","106.64","104.65","6.02M","0.87%"
"08/10/2001","104.95","103.85","104.95","102.81","5.25M","0.84%"
"08/09/2001","104.08","103.70","104.54","102.70","6.76M","-0.11%"
"08/08/2001","104.19","105.00","106.10","104.10","6.40M","-1.94%"
"08/07/2001","106.25","105.80","107.37","105.26","4.03M","-0.24%"
"08/06/2001","106.51","107.25","107.37","105.79","4.18M","-1.54%"
"08/03/2001","108.18","107.80","110.09","107.10","3.70M","-0.57%"
"08/02/2001","108.80","108.50","109.47","107.21","5.68M","1.63%"
"08/01/2001","107.06","105.35","108.50","105.31","6.04M","1.76%"
"07/31/2001","105.21","105.90","107.00","105.15","5.60M","-0.60%"
"07/30/2001","105.85","104.90","106.25","104.76","4.03M","1.10%"
"07/27/2001","104.70","104.75","105.95","104.11","4.35M","-1.23%"
"07/26/2001","106.00","104.75","106.00","102.93","8.43M","1.06%"
"07/25/2001","104.89","104.50","105.70","102.73","6.25M","0.36%"
"07/24/2001","104.51","104.85","106.15","103.79","7.30M","-1.27%"
"07/23/2001","105.85","105.70","106.95","105.30","6.32M","0.14%"
"07/20/2001","105.70","103.40","105.70","103.03","8.99M","1.63%"
"07/19/2001","104.00","105.60","106.00","103.10","13.65M","-0.27%"
"07/18/2001","104.28","106.10","107.60","103.20","11.69M","-3.92%"
"07/17/2001","108.53","106.10","108.58","104.75","8.66M","0.66%"
"07/16/2001","107.82","108.53","109.38","107.28","5.33M","-0.65%"
"07/13/2001","108.53","106.15","109.30","106.11","7.84M","1.19%"
"07/12/2001","107.25","105.90","107.80","105.62","8.77M","3.27%"
"07/11/2001","103.85","101.60","104.13","101.56","8.90M","1.85%"
"07/10/2001","101.96","104.73","105.40","101.60","10.27M","-2.64%"
"07/09/2001","104.72","106.50","106.95","103.65","9.31M","-1.67%"
"07/06/2001","106.50","110.90","110.90","105.81","11.71M","-5.00%"
"07/05/2001","112.10","112.60","113.26","111.79","4.42M","-0.78%"
"07/03/2001","112.98","114.10","114.19","112.76","3.33M","-1.20%"
"07/02/2001","114.35","113.50","115.40","112.96","5.92M","1.19%"
"06/29/2001","113.00","115.60","116.65","113.00","9.48M","-1.82%"
"06/28/2001","115.10","113.80","116.95","113.75","8.18M","1.39%"
"06/27/2001","113.52","113.10","114.18","112.45","4.81M","0.42%"
"06/26/2001","113.04","111.25","114.05","111.10","7.08M","0.35%"
"06/25/2001","112.65","113.75","114.90","111.78","5.68M","-0.19%"
"06/22/2001","112.87","112.60","114.43","112.50","5.61M","0.24%"
"06/21/2001","112.60","112.15","114.70","111.36","8.16M","-0.43%"
"06/20/2001","113.09","113.50","114.99","111.76","8.83M","-1.52%"
"06/19/2001","114.84","116.26","117.25","114.56","6.15M","0.50%"
"06/18/2001","114.27","113.98","115.44","113.31","5.19M","0.59%"
"06/15/2001","113.60","115.10","115.45","113.38","12.58M","-1.86%"
"06/14/2001","115.75","115.60","116.08","113.99","7.50M","-0.68%"
"06/13/2001","116.54","117.25","118.47","116.53","5.70M","-0.61%"
"06/12/2001","117.25","116.75","117.80","115.55","7.30M","-0.09%"
"06/11/2001","117.36","116.30","118.14","116.10","6.54M","1.09%"
"06/08/2001","116.10","117.50","117.50","115.60","3.10M","-0.98%"
"06/07/2001","117.25","117.00","118.25","117.00","6.42M","-0.21%"
"06/06/2001","117.50","117.60","119.00","116.50","9.63M","0.45%"
